"country","crew","purpose","duration","vehicle","eva","date"
"Russia","Vladimir Dezhurov;Mikhail Tyurin;","First EVA from DC-1.  Installed Tranzit-B cable for EVA radio communications between the SM and DC-1.  Installed 4 hatch handrails, egress/ingress ladder, MLI, video camera and Strela crane operator post/boom on DC-1.  Installed Kurs antennas and docking target.  Confirmed deployment of 4 Kurs active antennas.  As planned, jettisoned MLI covers from DC-1 docking target and Kurs antenna.  Small drops of thruster contamination seen on MLI.  Suit gloves inspected, wiped down and bagged post EVA.   ","4:58","ISS Incr-3","332","2001-10-08T00:00:00.000"
"Russia","Vladimir Dezhurov;Mikhail Tyurin;","Installed Kromka at SM port location.  Installed Japanese contracted MPAC-SEEDS materials experiments (3) on outside of SM.  Replaced Russian flag placard with Kodak sign (material durability tests).  EVA hatch was briefly stuck in temp stow position.  Orlan gloves bagged post EVA.","5:52","ISS Incr-3","333","2001-10-15T00:00:00.000"
"Russia","Vladimir Dezhurov;Mikhail Tyurin;","Removed debris on SM aft port that prevented Progress vehicle #6 from completing hard dock.  Photoed and removed Progress #5 seal debris.","2:46","ISS Incr-3","335","2001-12-03T00:00:00.000"
"Russia","Vladimir Dzhanibekov;Victor Savinykh;","Install solar array addition (2), install French ISTOK-EM micro-meteroid collectors, test new Orlan DM suit","4:58","Soyuz T-13      Salyut 7","249",NA
"Russia","Vladimir Kovalyonok;Alexandr Ivanchenkov;","Replace scientific samples, test new suits","2:05","Soyuz 29      Salyut 6","237","1978-07-29T00:00:00.000"
"Russia","Vladimir Lyakhov;Alexandr Alexandrov;","After in-cabin improvised repair of damaged suit leg bladder using aluminum ring and rubber, installed one solar array addition","2:49","Soyuz T-9       Salyut 7","240",NA
"Russia","Vladimir Lyakhov;Alexandr Alexandrov;","Install second solar array addition","2:55","Soyuz T-9       Salyut 7","241",NA
"Russia","Vladimir Lyakhov;Valeri Ryumin;","Free damaged/jammed 10m diameter KRT-10 antenna with cable cutters, forked stick and boot","1:23","Soyuz 32       Salyut 6","238","1979-08-15T00:00:00.000"
"Russia","Vladimir Titov;Musa Manarov;","Complete replacement of telescope detector module, use new Orlan DMAÂs","4:12","Soyuz TM-4    Mir","257",NA
"Russia","Vladimir Titov;Musa Manarov;","Disassemble modified arrays, install test arrays","4:10","Soyuz TM-4    Mir","255",NA
"Russia","Vladimir Titov;Musa Manarov;","Replace Xray telescope detector module","5:10","Soyuz TM-4    Mir","256","1988-06-30T00:00:00.000"
"Russia","Yri Onufrienko;Carl Walz;","Relocated a cargo boom for the Russian Strela crane from PMA-1 to Pirs DC-1.  Installed amateur radio antenna WA3 and cables onto the aft of SM.  Jettisoned gloves and wiping towels?","6:03","ISS Incr-4","336","2002-01-14T00:00:00.000"
"Russia","Yuri Gidzenko;Thomas Reiter;","Retrieve ESEF sample cassettes from Spektr.   Relocate MMU to stow site on Kvant-2 exterior","3:06","Soyuz TM-X     Mir 20","302",NA
"Russia","Yuri Lonchakov;Mike Fincke;","Cut off excess length of fabric straps near DC1 antennas and docking target.  Reinstalled EXPOSE-R experiment and adjusted orientation of SKK experiment panel.  Closed thermal insulation flap over electrical connector panel.  Photographed external hardware","4:48","ISS Incr-18","357","2009-03-10T00:00:00.000"
"Russia","Yuri Lonchakov;Mike Fincke;","Installed Langmuir probe to aid Soyuz reentry sep analysis.  Retrieved a BIORISK can.  Installed EXPOSE R and Impulse experiments.  Had to deinstall and return EXPOSE R to cabin when it wouldnÂt activate.  Deferred other tasks.  Failed valve forced use of stored gas to repress airlock.","5:39","ISS Incr-18","356",NA
"Russia","Yuri Malenchenko;Talgat Musabeyev;","Inspect Kristall solar arrays before retraction/move to Kvant-1.  Tighten restraint bolts for Sofora and solar array bases.  Mount amateur radio antenna.  Retrieve Rapana science samples.  ","6:05","Soyuz TM-18     Mir 17","291","1994-09-13T00:00:00.000"
"Russia","Yuri Malenchenko;Talgat Musabeyev;","Inspect Progress docking system, prepare base for 2nd cargo boom (with hole punch), material science deployed/retrieved (Platan 4/5, SKK)","5:05","Soyuz TM-18     Mir 17","290",NA
"Russia","Yuri Onufrenko;Yuri Usachev;","Deploy MOMS experiment on Priroda.  Open exp covers","4:20","Soyuz TM-23     Mir 21","306","1996-05-30T00:00:00.000"
"Russia","Yuri Onufrenko;Yuri Usachev;","Deploy second cargo crane.  Prepare solar array install site on Kvant-1","5:51","Soyuz TM-23     Mir 21","303",NA
"Russia","Yuri Onufrenko;Yuri Usachev;","Deploy U.S. PIE/MSRE experiments on Kvant-2.  Replace Komza cassettes.  Install SKK-11.  Pepsi mockup photography ","3:34","Soyuz TM-23     Mir 21","307","1996-06-06T00:00:00.000"
"Russia","Yuri Onufrenko;Yuri Usachev;","Install 1/2 of cooperative array cables on Kvant1","5:43","Soyuz TM-23     Mir 21","305","1996-05-24T00:00:00.000"
"Russia","Yuri Onufrenko;Yuri Usachev;","Manually assist Priroda Travers antenna.  Tighten Sofora truss fasteners.  Retrieve samples and secure Rapana truss to Sofora.  Install and deploy Ferma-3 truss experiment","5:42","Soyuz TM-23     Mir 21","308","1996-06-13T00:00:00.000"
"Russia","Yuri Onufrenko;Yuri Usachev;","Relocate cooperative array from DM to Kvant-1.  Pepsi mockup photography","5:20","Soyuz TM-23     Mir 21","304","1996-05-21T00:00:00.000"
"Russia","Yuri Onufrienko;Dan Bursch;","Installed 6 thruster deflector shields on SM.  Installed an amateur radio antenna (WA4) and retrieved/ replaced Kromka device to measure thruster deposits.  Installed 1 Platan-M radiation experiment and 3 SKK materials experiments.","5:59","ISS Incr-4","337","2002-01-25T00:00:00.000"
"Russia","Yuri Romanenko;Alexandr Laveykin;","Assembly of modified solar arrays","1:53","Soyuz TM-2     Mir","253","1987-06-12T00:00:00.000"
"Russia","Yuri Romanenko;Alexandr Laveykin;","Assembly of modified solar arrays","3:15","Soyuz TM-2     Mir","254","1987-06-16T00:00:00.000"
"Russia","Yuri Romanenko;Alexandr Laveykin;","Debris removed to restore docking between Kvant and Mir modules.  Robot arm temporarily increased distance between Kvant & Mir for manual debris access.  L. tried low suit P reg position which did not immediately stabilize","3:39","Soyuz TM-2     Mir","252","1987-04-11T00:00:00.000"
"Russia","Yuri Romanenko;Georgi Grechko;","Docking unit inspection. Tested new Orlan D suits.  G. saves R. from untethered loss out of airlock.  Both always attached via umbilicals??","1:28","Soyuz 26    Salyut 6","236",NA
"Russia","Yuri Usachev;Jim Voss;","Relocated SM docking port as prep for DC1 docking.  Tested Orlan suits launched with SM.","0:19","ISS Incr-2","331","2001-06-08T00:00:00.000"
"USA","Al Worden;","First transearth EVA.  Retrieved 2 camera film cassettes","0:39","Apollo 15","26","1971-08-05T00:00:00.000"
"USA","Allen Bean;Pete Conrad;","Collected 75.6 lb of geologic material.  ALSEP exp deployed.  6000 ft (1800m) circuit on foot","3:39","Apollo 12","15","1969-11-19T00:00:00.000"
"USA","Allen Bean;Pete Conrad;","Jettison suit backpacks and equip to lighten ascent","0:05","Apollo 12","17","1969-11-20T00:00:00.000"
"USA","Allen Bean;Pete Conrad;","Retrieved parts of Surveyor 3 spacecraft.   ","3:48","Apollo 12","16","1969-11-20T00:00:00.000"
"USA","Andrew Feustel;Greg Chamitoff;","ISS based EVA.  Retrieved MISSE 7.  Installed MISSE 8, light on S3, stbd SARJ cover and port truss NH3 jumper (for radiator leak topoff). Vented N2 from port NH3 servicer lines and disconnected line across SARJ for overnight motions.  Mechanically installed 2 payload wireless antennas on Lab, but did not finish connecting all cables under MMOD shields due to suit CO2 transducer failure that shortened task time.  Setup NH3 vent tool bag for next EVA. EV2 biomed data lost early and topped off suit O2 due to high metabolic use rate.","6:19","STS-134/ULF6","222","2011-05-20T00:00:00.000"
"USA","Andrew Feustel;Mike Fincke;","ISS based EVA.  Installed FGB PDGF/stand, video signal conditioner and a portion of associated cables.  Installed cables for backup power from US to Russian segment.  Finished installing cables under MMOD shields for 2 payload wireless antennas.  Installed thermal blanket on airlock O2 tank grapple fixture.  Infrared video of AirForce aerogel thermal insulation experiment.  Std photos of FGB PDGF and nearby FGB thrusters.  Resecured velcro of loose thermal insulation on external spare.  Antifog temporarily irritated EV1 eye ","6:54","STS-134/ULF6","224","2011-05-25T00:00:00.000"
"USA","Andrew Feustel;Mike Fincke;","ISS based EVA.  Reconnected fill line, refilled P6 radiator NH3, vented refill lines and disconnected line across SARJ.  Did suit solar bakeout due to suspected NH2 leak from disconnect. Lubricated 1/3 of port SARJ (lost 1 bolt & 3 washers from joint covers, one cover returned to airlock due to too few remaining bolts) and SPDM end effector.  Installed SPDM camera cover and 2 stbd radiator grapple bar stowage beams","8:07","STS-134/ULF6","223","2011-05-22T00:00:00.000"
"USA","Bill Lenoir;Joe Allen;","Suit fan and O2 regulator failures prevented first Shuttle EVA.  No spare suit onboard","0:00","STS-5",NA,"1982-11-14T00:00:00.000"
"USA","Bill McArthur;Valeri Tokarev;","ISS based EVA.  Egress delayed by 1 hr due to overlooked valve.  Installed P1 TV camera, removed S1 thermal rotary joint motor controller, jettisoned P6 floating potential probe and replaced RPCM of mobile transporter.  Relocated safety tethers and foot restraint as prep for future work.  Camera lens bumper lost overboard.  One of two helmets TVs inoperable. ","5:22","Incr-12","141","2005-11-07T00:00:00.000"
"USA","Bob Behnken;Nick Patrick;","ISS based EVA.  Connected PMA3 heater and data cables.  Opened loop B NH3 line.  Disconnected Node 3 temp heater cable.  Removed Cupola thermal covers and released launch locks of window shutters  Installed Node 3 handrails, foot restraint sockets and a handrail gap spanner.  Routed FGB grapple fixture video cable.  Closed Node 2 zenith centerline berthing camera flap","5:48","STS-130/20A","210",NA
"USA","Bob Behnken;Nick Patrick;","ISS based EVA.  Outfitted Node 3 by installing 2 NH3 lines, heater cables, trunnion/keel thermal covers, negative pressure vent, handrail gap spanners and 8 handrails.  Opened loop A NH3 line and nadir berthing mechanism pedals and centerline camera thermal cover.  Visually verified berthing seals OK.  Small NH3 leak induced suit bakeout.  Comm degraded on one suit","5:53","STS-130/20A","209",NA
"USA","Bob Behnken;Nick Patrick;","ISS based EVA.  Prepared Node 3 for ISS install by removing covers and heater cables.  Prepositioned ammonia lines and thermal covers.  Installed Node 3 avionics and heater cables.  Removed/stowed the SPDM ORU Temporary Platform (OTP).  Relocated NH3 jumper bag and released tape restraining Node 3 gap spanners.  One suit fan degraded slightly","6:32","STS-130/20A","208",NA
"USA","Bob Stewart;Bruce McCandless;","Practiced MMU docking with fixed target.  Simple satellite refueling demo (freon).  Foot restraint lost overboard and recovered.  ","6:09","STS-41B","49","1984-02-09T00:00:00.000"
"USA","Bob Stewart;Bruce McCandless;","Practiced Solar Max repair. Used MMU and MFR for first time.  PLB camera D changed out.  Slidewire bracket pip-pin pulled free by crew tether inadvertantly.  SPAS switch adjusted","5:56","STS-41B","48","1984-02-07T00:00:00.000"
"USA","Bruce McCandless;Kathy Sullivan;","In suits in airlock at 5psi awaiting GO to manually deploy stuck solar array.  Waived off when auto sys worked","0:00","STS-31",NA,"1990-04-24T00:00:00.000"
"USA","Buzz Aldrin;","Attached tether between Agena and Gemini.  UV photos of stars.  Waist tether and Dutch shoe eval","2:06","Gemini XII","9","1966-11-13T00:00:00.000"
"USA","Buzz Aldrin;","Standup EVA.  Jettisoned equipment.  Took photos","0:55","Gemini XII","10","1966-11-14T00:00:00.000"
"USA","Buzz Aldrin;","Standup EVA.  Science tasks.  Took star photos","2:29","Gemini XII","8","1966-11-12T00:00:00.000"
"USA","Carl Walz;Dan Bursch;","First use of the Quest airlock without Shuttle docked.  8A preps included tool retrieval/relocation, DDCU checkout, Z1 Shroud removal, Grapple Fixture Adapter removal, securing HPGT latches, photos of MISSE & MMOD hits.  ","5:49","Incr-4","117","2002-02-20T00:00:00.000"
"USA","Carl Walz;Jim Newman;","Evaluate training vs. flight differences (DTO 1210).  Evaluated HST servicing mission tools.  Tool box door jammed temporarily preventing closure","7:05","STS-51 ","68","1993-09-16T00:00:00.000"
"USA","Chris Cassidy;Luca Parmitano;","EVA terminated early due to free water in EV2's helmet.  Completed install of Z1 bypass jumper cable and FGB PDGF data cable.  Partially routed MLM data cable.","1:32","ISS Incr-36","232","2013-07-16T00:00:00.000"
"USA","Chris Cassidy;Luca Parmitano;","Replaced failed Ku antenna avionics.  Retrieved 2 materials exposure experiments.  Took photos of contaminated radiator of AMS.  Installed 2 radiator grapple bars.  Routed MLM power cable to FGB.  Removed failed camera of mobile transporter.  Installed PMA2 MMOD cover, Z1 bypass jumper power cables and MLM data cable.  Cleared ground wire obstructing FGB PDGF","6:07","ISS Incr-36","231","2013-07-09T00:00:00.000"
"USA","Chris Cassidy;Tom Marshburn;","ISS based EVA.  Adjusted SPDM thermal covers.  Reconfiged elec connectors of Z1 patch panel to restore CMG pwr redundancy.  Installed two JEM external facility video cameras.  Installed JEM handrail, foot restraint socket and gap spanner. Relocated a foot restraint.  Due to high use dry out of CO2 can, lacked time to deploy S3 pallet","4:54","STS-127/2JA","201","2009-07-27T00:00:00.000"
"USA","Chris Cassidy;Tom Marshburn;","ISS based EVA.  Replaced 4 batteries on P6 truss and stowed old batts in Shuttle for return.  ","7:12","STS-127/2JA","200","2009-07-24T00:00:00.000"
"USA","Chris Cassidy;Tom Marshburn;","Replaced P6 truss pump flow control system box due to leak in coolant system.  Stowed old unit.  Performed precautionary ammonia bakeout.","5:31","ISS Incr-35","230","2013-05-11T00:00:00.000"
"USA","Clay Anderson;Fyodor Yurchikhin;","ISS based EVA.  Installed a video camera stand and jettisoned its stowage restraints.  Replaced a failed RPCM to restore mobile transporter power redundancy.  Jettisoned the early ammonia servicer.  Cleaned the Node1 berthing mechanism seal.  Relocated the P6 aux bag to Z1, removed failed GPS antenna #4 and released Node 2 fluid tray bolts.","7:41","Incr-15","160","2007-07-23T00:00:00.000"
"USA","Dan Barry;Patrick Forrester;","Shuttle based EVA.  Installed 10 handrails on Lab.  Attached LTA heater cables on lab for later use with S0.","5:29","STS-105/7A.1","115","2001-08-18T00:00:00.000"
"USA","Dan Barry;Patrick Forrester;","Shuttle based EVA.  Installed early ammonia servicer on P6 truss and mated its cables.  Attached 2 MISSE materials experiments to airlock exterior. ","6:16","STS-105/7A.1","114","2001-08-16T00:00:00.000"
"USA","Dan Burbank;Steve MacLean;","ISS based EVA.  Removed solar array alpha joint launch locks and restraints.  Lost a bolt from a launch lock cover.  Release of one launch restraint bolt required a wrench cheater bar and both crew for leverage.  Cleared items to permit P3 truss access by the ISS mobile transporter for future assembly work.  Secured the velcro of a partially loose thermal cover on P3 truss.  Removed 2 avionics thermal shrouds and relocated 2 foot restraints.   ","7:11","STS-115/12A","147","2006-09-13T00:00:00.000"
"USA","Danny Olivas;Christer Fugelsang;","ISS based EVA.  Deployed S3 zenith pallet.  Replaced failed rate gyro #2 and RPCM on S0.  Installed 2 GPS antennas.  Removed Node1 slidewire as prep for Node3.  Installed two S0-Node3 cables (one connector unable to mate).  Helmet TV camera/lights almost lost overboard due to bumped latches","7:01","STS-128/17A","204","2009-09-05T00:00:00.000"
"USA","Danny Olivas;Christer Fugelsang;","ISS based EVA.  Start delayed to redo prebreathe after comm cap readjust.  Installed new NH3 tank on P1 and stowed old tank on Shuttle.  Installed grapple bar on S1 NH3 tank.  Unable to connect PMA3 heater cables due to prior incorrect clocking of PMA3.  Installed camera lens covers on station arm as prep for HTV.  Relocated a tool stanchion","6:39","STS-128/17A","203","2009-09-03T00:00:00.000"
"USA","Danny Olivas;Jim Reilly;","ISS based EVA.  Replaced vent valve on Lab for US O2 generator.  Secured loose thermal blanket on Shuttle OMS pod.  Finished retracting P6 solar array","7:58","STS-117/13A","158","2007-06-15T00:00:00.000"
"USA","Danny Olivas;Nicole Stott;","ISS based EVA.  Removed NH3 tank from P1 and temp stowed.  Transferred MISSE 6a/b & EuTEF experiments to Shuttle","6:35","STS-128/17A","202","2009-09-01T00:00:00.000"
"USA","Dave Griggs;Jeff Hoffman;","""Flyswatter"" attached to end of RMS to attempt to activate LEASAT/SYNCOM IV sequence start lever.  Lever tripped but satellite was actually failed elsewhere.  Griggs inadvertently went out over wing","3:10","STS-51D","55","1985-04-16T00:00:00.000"
"USA","Dave Leestma;Kathy Sullivan;","First U.S. female EVA.  Demonstrated hydrazine refueling.  Aligned gimbals of Ku antenna  for IV commanded locking.  SIRB latching assisted.  Recovered lost airlock valve cap.  ","3:29","STS-41G","52","1984-10-11T00:00:00.000"
"USA","Dave Williams;Clay Anderson;","ISS based EVA.  Installed the Orbiter inspection boom restraints on S1.  Engaged S-band antenna gimbal locks on Z1.  Retrieved MISSE 3&4 experiments.  Installed antennas for external wireless sensors on Lab","5:02","STS-118/13A.1","164","2007-08-18T00:00:00.000"
"USA","Dave Wolf;Chris Cassidy;","ISS based EVA.  Relocated foot restraint socket for HTV arrival prep. Prepped 3 payloads for robotic install outside JEM. Installed 2 of 6 ground connector sleeves for Shuttle to ISS power transfer sys.  Replaced 2 batteries on P6 truss and stowed 2 old batts in Shuttle for return. Stopped early due to suit CO2 increase induced by high work rate","5:59","STS-127/2JA","199","2009-07-22T00:00:00.000"
"USA","Dave Wolf;Piers Sellers;","ISS based EVA.  Lab camera installed.  S1 radiator restraints released.  S1-S0 cables and fluid lines connected.   SPD installed at Z1-P6.  CETA cart launch locks released.  NH3 tank cables attached.  ","6:04","STS-112/9A","131","2002-10-12T00:00:00.000"
"USA","Dave Wolf;Piers Sellers;","ISS based EVA.  MT IUA replaced.  S0-S1 NH3 jumpers connected.  S1-S0 cables and fluid lines connected.   S1 drag link stowed.  SPD's installed on NH3 lines. ","6:36","STS-112/9A","132","2002-10-14T00:00:00.000"
"USA","Dave Wolf;Piers Sellers;","ISS based EVA.  S1-S0 cables and fluid lines connected.  S-band antenna deployed.  S1 radiator restraints released.  CETA cart launch locks released.  S1 camera installed.","7:01","STS-112/9A","130","2002-10-10T00:00:00.000"
"USA","Dave Wolf;Tim Kopra;","ISS based EVA. Aided JEM exposed facility install by jettisoning berthing mech covers and removing launch heater cable.  Aided spares pallet transfer by removing launch heater cable.  Removed JEM robot arm ground tab.  Opened Node 1 & 2 berthing camera blankets as prep for PMA3 relocate and HTV arrival.  Reconfig port CETA cart outfitting and rail stop to avoid interferences.  Deployed external pallet site on P3 using special detent tool (S3 pallet deploy deferred).  Removed cover from JEM MAXI experiment.  Released NH3 tank bolt as prep for replace.  Installed 2 of 6 ground connector sleeves for Shuttle to ISS power transfer sys","5:32","STS-127/2JA","197","2009-07-18T00:00:00.000"
"USA","Dave Wolf;Tom Marshburn;","ISS based EVA.  Transfered 3 large spares to ISS.  Installed grapple bar on P1 ammonia tank as prep for future replace.  Installed 2 of 6 ground connector sleeves for Shuttle to ISS power transfer sys.  Comm cap perf poor due to sweat","6:52","STS-127/2JA","198","2009-07-20T00:00:00.000"
"USA","David Low;Jeff Wisoff;","First egress/ingress involving tunnel adapter.  Pushed on 2 EURECA antennas to aid stowage.  Evaluated training vs. flight differences (DTO 1210, large mass handling from RMS, high torque bolts, ORU fine align from RMS with active orbiter jets)  ","5:50","STS-57","67","1993-06-25T00:00:00.000"
"USA","David Scott;","HHMU EVA cancelled before starting by stuck on vehicle thruster that ended mission early","0:00","Gemini VIII","2",NA
"USA","David Scott;","Standup EVA from crew module.  Retrieved thermal experiment samples","0:47","Apollo 9","11","1969-03-06T00:00:00.000"
"USA","David Scott;","Standup EVA to scout and photograph lunar surface before traverse","0:33","Apollo 15","21","1971-07-30T00:00:00.000"
"USA","David Scott;James Irwin;","Collected 169 lb of geologic material.  ALSEP exp deployed.  First use of the lunar rover.  Covered 6.2 mile (10.3 km) circuit","6:34","Apollo 15","22","1971-07-31T00:00:00.000"
"USA","David Scott;James Irwin;","Jettison suit backpacks and equip to lighten ascent","0:05","Apollo 15","25","1971-08-02T00:00:00.000"
"USA","David Scott;James Irwin;",NA,"4:49","Apollo 15","24","1971-08-02T00:00:00.000"
"USA","David Scott;James Irwin;",NA,"7:12","Apollo 15","23","1971-08-01T00:00:00.000"
"USA","Doug Wheellock;Tracy Caldwell Dyson;","ISS based EVA.  After remote cmds reduced upstream pressure, demated 4th NH3 connector and then demated electrical connectors.  Installed grapple fixture, unbolted old pump, temp stowed it and then demated electrical connectors of new pump","7:26","Incr-24","218","2010-08-11T00:00:00.000"
"USA","Doug Wheellock;Tracy Caldwell Dyson;","ISS based EVA.  Demated 3 of 4 NH3 connectors from failed coolant pump, but the 4th leaked and was left installed.  Ended work to do suit decontamination. EV2 CO2 sensor failed","8:03","Incr-24","217","2010-08-07T00:00:00.000"
"USA","Doug Wheellock;Tracy Caldwell Dyson;","ISS based EVA.  Installed new coolant pump and stowed support equipment.  Connected CETA carts to mobile transporter for unobstructed remote cmd translation.","7:20","Incr-24","219","2010-08-16T00:00:00.000"
"USA","Ed Gibson;Bill Pogue;","Photographed earth atmosphere.  Deployed spacecraft contamination measurement exp.  Reloaded telescope camera film.  Repaired microwave sensor antenna.  Pinned open telescope door.  Retrieved meteroid sample collector","6:33","Skylab 4","43","1973-11-22T00:00:00.000"
"USA","Ed Mitchell;Alan Shepard;","Collected 94.4 lb of geologic material.  ALSEP and laser reflector exp deployed.  Hiked up to 0.9 miles (1.5km) from lunar module.  Used MET rickshaw","4:48","Apollo 14","18","1971-02-05T00:00:00.000"
"USA","Ed Mitchell;Alan Shepard;","Jettison suit backpacks and equip to lighten ascent","0:05","Apollo 14","20","1971-02-06T00:00:00.000"
"USA","Ed Mitchell;Alan Shepard;","Sought but did not quite reach crater.  Golf demo","4:34","Apollo 14","19","1971-02-06T00:00:00.000"
"USA","Ed White;","First U.S. EVA. Used HHMU and took  photos.  Gas flow cooling of 25ft umbilical overwhelmed by vehicle ingress work and helmet fogged.  Lost overglove.  Jettisoned thermal gloves and helmet sun visor","0:36","Gemini IV","1","1965-06-03T00:00:00.000"
"USA","Edward Lu;Yuri Malenchecko;","SM docking target deployment completed manually.  Attitude control magnetometer and nearby translation aid gap spanner installed.  SM-FGB cables routed, secured and connected (EPS, TV-C&DH and Orlan comm).   Photos captured of partially deployed SM solar array section to aid future resolution.  ","6:14","STS-106/2A.2b","96","2000-09-11T00:00:00.000"
"USA","Eugene Cernan;","Inadequate restraints, stiff 25ft umbilical and high workloads exceeded suit vent loop cooling capacity and caused fogging.  Demo called off of tethered astronaut maneuvering unit","2:07","Gemini IX-A","3","1966-06-05T00:00:00.000"
"USA","F. Chang-Diaz;Philippe Perrin;","ISS based EVA.  MT-MBS cables connected and MT-MBS bolts mated.  POA deployed.  Zenith TUS safing bolt.  MBS camera relocated.  ","5:00","STS-111/UF2","128","2002-06-11T00:00:00.000"
"USA","F. Chang-Diaz;Philippe Perrin;","ISS based EVA.  PDGF installed on P6.  SM MMOD panels stowed on PMA1.  MBS blankets removed as prep for MBS install onto MT.  ","7:14","STS-111/UF2","127","2002-06-09T00:00:00.000"
"USA","F. Chang-Diaz;Philippe Perrin;","ISS based EVA.  SSRMS wrist joint replaced.  Failed joint stowed on Shuttle. ","7:16","STS-111/UF2","129","2002-06-13T00:00:00.000"
"USA","Garrett Reisman;Michael Good;","ISS based EVA.  Installed NH3 jumper on port truss.  Replaced 2 batteries on P6.  Transferred grapple fixture to ISS for later install on FGB.","6:46","STS-132/ULF4","216","2010-05-21T00:00:00.000"
"USA","Garrett Reisman;Steve Bowen;","ISS based EVA.  Installed an operational spare Ku antenna boom and dish on Z1.  Installed ORU holder on SPDM.  Loosened bolts on new batteries for P6","7:25","STS-132/ULF4","214","2010-05-17T00:00:00.000"
"USA","Gerald Carr;Bill Pogue;","Photographed comet Kohoutek, reloaded telescope camera film, pinned open failed solar UV exp door.  Installed solar UV/X-Ray camera.  Repositioned jammed filter wheel in x-ray telescope","7:01","Skylab 4","44","1973-12-25T00:00:00.000"
"USA","Gerald Carr;Ed Gibson;","Photographed comet Kohoutek.  Retrieved sample of meteroid protection cover","3:29","Skylab 4","45","1973-12-29T00:00:00.000"
"USA","Gerald Carr;Ed Gibson;","Retrieved telescope camera film and installed meteroid collection experiment. Gibson reported coolant leakage from EVA life support system","5:19","Skylab 4","46","1974-02-03T00:00:00.000"
"USA","Greg Harbaugh;Joe Tanner;","HST servicing (remove/install FGS-1/FGS-1R, replace ESTR-2, install OCE enhancement kit)","7:27","STS-82 /      HST-2","81",NA
"USA","Greg Harbaugh;Joe Tanner;","HST servicing (replace SADE, install MSS cover, retrieve degraded MLI sample, install MLI patches)","6:34","STS-82 /      HST-2","83",NA
"USA","Greg Harbaugh;Mario Runco;","Evaluate training vs. flight differences (DTO 1210).   Encumbered translations.  Foot restraint ingress.  Inspected/avoided misfired IUS tilt table superzip.  Almost lost untethered IUS tilt table equipment.","4:28","STS-54","66","1993-01-17T00:00:00.000"
"USA","Harrison Schmidt;Eugene Cernan;;","Collected 243 lb of geologic material.  ALSEP exp deployed.   8 seismic explosive charges placed for later use.  Used lunar rover to travel 11.4 miles (19 km) circuit with max range of 4.9 miles from lunar module.","7:12","Apollo 17","32","1972-12-11T00:00:00.000"
"USA","Harrison Schmidt;Eugene Cernan;;","Jettison suit backpacks and equip to lighten ascent","0:08","Apollo 17","35","1972-12-13T00:00:00.000"
"USA","Harrison Schmidt;Eugene Cernan;;",NA,"7:16","Apollo 17","34","1972-12-13T00:00:00.000"
"USA","Harrison Schmidt;Eugene Cernan;;",NA,"7:37","Apollo 17","33","1972-12-12T00:00:00.000"
"USA","Heide Stefanyshyn-Piper;Shane Kimbrough;","ISS based EVA. Relocated both CETA carts from stbd to port truss to prep for S6 truss assy on next STS flt.  Continued replacement of cleaning/lube of stbd solar array joint and replacement of trundle bearings.  Overtightened one new trundle bearing and had to use spare.  Lubed end effector snares of ISS robotic arm.  Reconfigured connectors of port truss attach system bolt controller and photoed suspect area of mobile transporter umbilical. Tasks ended early due to higher than expected work rate for regenerable C02 canister","6:45","STS-126/ULF2","186","2008-11-20T00:00:00.000"
"USA","Heide Stefanyshyn-Piper;Steve Bowen;","ISS based EVA. Empty N2 tank transferred to Shuttle.  Spare flex hose rotary coupler relocated to ISS.  Thermal covers removed from JEM ext facility berthing mechanism.  Initiated cleaning and lube of stbd SARJ.  2 stbd SARJ trundle bearings replaced and 1 removed.  Lost bag of SARJ cleaning/lube tools overboard.  As bonus, removed SARJ launch restraint, closed Node 2 hatch cover and retrieved spare trash bag from tool box","6:52","STS-126/ULF2","185","2008-11-18T00:00:00.000"
"USA","Heide Stefanyshyn-Piper;Steve Bowen;","ISS based EVA. Replaced all of the remaining stbd trundle bearings except one.  Cleaned and lubed stbd race ring.","6:57","STS-126/ULF2","187","2008-11-22T00:00:00.000"
"USA","James Van Hoften;Bill Fisher;","LEASAT/SYNCOM IV repairs completed.  Accidently reused depleted LiOH cans from 1st EVA.","4:29","STS-51I","57","1985-09-01T00:00:00.000"
"USA","James Van Hoften;Bill Fisher;","LEASAT/SYNCOM IV repairs started.  RMS failure to single joint mode forced second EVA.  Lost power tool overboard.","7:09","STS-51I","56","1985-08-31T00:00:00.000"
"USA","James Van Hoften;George Nelson;","After ground cmd stabilization and RMS grapple, Solar Max repaired (attitude control and main elec boxes replaced, MEB not designed for replacement).  Small trash bag lost due to inadvertment release of MWS lock.  MMU engineering test performed","7:05","STS-41C","51","1984-04-11T00:00:00.000"
"USA","James Van Hoften;George Nelson;","Failed to dock MMU to Solar Max satellite due to thermal grommet interference.  Manual grasp of solar array increased satellite instability ","2:53","STS-41C","50","1984-04-08T00:00:00.000"
"USA","Jeff Williams;Jim Voss;","Resecure and reorient U.S. crane.  Assemble complete Russian crane and transfer from PMA 2 to PMA 1.  Replace stbd ECOM antenna.  Install 8 handrails on Node 1 (APAS cable blocked one nominal site).  Cables cleared from Node 1 SVS targets. Lost PAD","6:44","STS-101/2A.2a","95","2000-05-21T00:00:00.000"
